Bdl;Tpl/Str;Typ - undertyp;UNE;Spår nr;Ägare;B-klass;Mall;Benämning;Km + m fr;Km + m ti;OFP-Bes.
129;THÖ;Spårväxel - EV-UIC60-300-1:9;e;2;Nord;B4;Ja;5;786+ 661;786+ 677;2013-07-11
129;THÖ;Spårväxel - EV-UIC60-300-1:9;e;2;Nord;B4;Ja;6;786+ 605;786+ 622;2013-07-11
132;BEN;Spårväxel - EV-UIC60-760-1:15;;2;Nord;B3;Ja;21;42+ 683;42+ 712;
132;BEN;Spårväxel - EV-UIC60-760-1:15;e;1;Nord;B3;Ja;22;41+ 504;41+ 529;2011-08-04
132;KLX;Spårväxel - EV-UIC60-300-1:9;e;3;Nord;B3;Ja;21;38+ 779;38+ 796;2012-08-02
132;KLX;Spårväxel - EV-UIC60-300-1:9;e;3;Nord;B3;Ja;22;38+ 307;38+ 324;2012-08-02
132;KOJ;Spårväxel - EV-UIC60-760-1:15;e;3;Nord;B3;Ja;21;20+ 195;20+ 220;2011-08-04
118;GRS;Spårväxel - EV-UIC60-300-1:9;;2;Nord;B1;Ja;2;1176+ 217;1176+ 233;2012-05-05
118;GRS;Spårväxel - EV-UIC60-300-1:9;;3;Nord;B1;Ja;5;1175+ 640;1175+ 656;2012-05-05
132;KOJ;Spårväxel - EV-UIC60-760-1:15;e;3;Nord;B3;Ja;22;19+ 198;19+ 223;2011-08-04
133;HP;Spårväxel - EV-SJ50-12-1:12;e;3;Nord;B2;Ja;438;84+ 799;84+ 821;2011-08-05
118;LSÅ;Spårväxel - EV-SJ50-11-1:9;;3;Nord;B1;Ja;5;1162+ 845;1162+ 863;2012-05-05
133;VSK;Spårväxel - EVR-UIC60-760-1:15;e;3;Nord;B3;Ja;21;66+ 674;66+ 699;
133;VSK;Spårväxel - EVR-UIC60-760-1:15;e;3;Nord;B3;Ja;22;65+ 527;65+ 552;
137;MJV;Spårväxel - EV-UIC60-300-1:9;e;3;Nord;B3;Ja;22;1217+ 444;1217+ 460;2011-08-04
137;GEN;Spårväxel - EV-UIC60-760-1:15;e;3;Nord;B3;Ja;21;1196+ 871;1196+ 897;
119;NVN;Spårväxel - EV-SJ50-5,9-1:9;;6;Nord;B1;Ja;12b;1176+  45;1176+  56;
119;NVN;Spårväxel - EV-UIC60-300-1:9;;5;Nord;B1;Ja;12a;1175+ 974;1175+ 990;2012-04-26
137;GEN;Spårväxel - EV-UIC60-760-1:15;e;3;Nord;B3;Ja;22;1195+ 830;1195+ 856;
119;NVN;Spårväxel - EV-SJ41-5,9-1:9;;1;Nord;B1;Ja;16;1175+ 497;1175+ 508;
137;MJV;Spårväxel - EV-UIC60-300-1:9;e;3;Nord;B3;Ja;21;0+ 256;0+ 272;
119;NVN;Spårväxel - EV-SJ50-11-1:9;;2;Nord;B1;Ja;7a;1175+ 365;1175+ 377;2013-10-28
119;NVN;Spårväxel - EV-SJ50-11-1:9;;2;Nord;B1;Ja;3b;1175+ 199;1175+ 217;2013-10-22
119;GST;Spårväxel - EV-BV50-225/190-1:9;;k2;Nord;B1;Ja;19;1171+ 740;1171+ 752;
119;GST;Spårväxel - EV-BV50-225/190-1:9;;4;Nord;B1;Ja;18a;1171+ 683;1171+ 695;
119;GST;Spårväxel - EV-BV50-225/190-1:9;;4;Nord;B1;Ja;17a;1171+ 596;1171+ 608;2012-04-26
119;GST;Spårväxel - EV-BV50-225/190-1:9;;14b-16;Nord;B1;Ja;16;1171+ 167;1171+ 185;2012-04-26
138;VÄN;Spårväxel - EV-UIC60-760-1:15;e;11;Nord;B4;Ja;401;859+ 817;859+ 845;
119;GST;Spårväxel - EV-UIC60-300-1:9;;14b-16;Nord;B1;Ja;14b;1171+  79;1171+  96;2012-04-26
138;VÄN;Spårväxel - EV-UIC60-760-1:15;e;11;Nord;B4;Ja;402;858+ 700;858+ 725;
119;GST;Spårväxel - EV-SJ50-11-1:9;;1;Nord;B1;Ja;12b;1170+ 933;1170+ 944;2012-04-26
119;GST;Spårväxel - EV-SJ43-5,9-1:9;;4;Nord;B1;Ja;8;1170+ 801;1170+ 818;
119;GST;Spårväxel - EV-SJ50-11-1:9;;1;Nord;B1;Ja;5b;1170+ 539;1170+ 550;2012-04-26
119;GST;Spårväxel - EV-SJ43-5,9-1:9;;4;Nord;B1;Ja;6;1170+ 506;1170+ 517;
119;GST;Spårväxel - EV-BV50-225/190-1:9;;4;Nord;B1;Ja;3b;1170+ 452;1170+ 463;2012-04-26
119;GST;Spårväxel - EV-BV50-225/190-1:9;;3;Nord;B1;Ja;3a;1170+ 399;1170+ 411;2012-04-26
119;GST;Spårväxel - EV-BV50-225/190-1:9;;3;Nord;B2;Ja;2b;1170+ 377;1170+ 389;2013-10-30
138;VNS;Spårväxel - EV-SJ50-12-1:13;e1;2;Nord;B3;Ja;409;858+ 631;858+ 653;2011-08-19
138;VNS;Spårväxel - EV-UIC60-760-1:15;e;3;Nord;B3;Ja;407;858+ 627;858+ 652;2012-04-20
138;VNS;Spårväxel - EV-SJ50-12-1:15;;2;Nord;B3;Ja;411;857+ 961;857+ 987;2011-08-19
138;VNS;Spårväxel - EV-UIC60-300-1:9;e;3;Nord;B3;Ja;408;857+ 774;857+ 791;2012-04-20
138;VNS;Spårväxel - EV-UIC60-300-1:9;e;3;Nord;B3;Ja;410;857+ 726;857+ 742;2012-04-20
119;SBY;Spårväxel - EV-SJ50-11-1:9;;2;Nord;B2;Ja;2;1160+ 520;1160+ 531;2013-10-31
138;VNS;Spårväxel - EV-UIC60-300-1:9;e;3;Nord;B3;Ja;421;857+ 702;857+ 718;2012-04-20
138;VNS;Spårväxel - EV-UIC60-300-1:9;e;3;Nord;B3;Ja;425;857+ 633;857+ 649;2012-04-20
119;SVT;Spårväxel - EV-SJ50-12-1:12;;2;Nord;B1;Ja;6;1152+ 649;1152+ 668;2013-06-14
119;SVT;Spårväxel - EV-SJ50-11-1:9;;2;Nord;B1;Ja;3;1152+  19;1152+  30;2013-06-14
138;VNS;Spårväxel - EV-UIC60-300-1:9;e;3;Nord;B3;Ja;430;856+ 859;856+ 876;2012-04-20
138;VNS;Spårväxel - EV-UIC60-300-1:9;e;3;Nord;B3;Ja;428;856+ 820;856+ 837;2012-04-20
143;SÖV;Spårväxel - EV-SJ50-11-1:9;e;11;Nord;B1;Ja;16;65+  38;65+  49;
143;SÖV;Spårväxel - EV-SJ50-11-1:9;e;11;Nord;B1;Ja;15a;63+ 912;63+ 923;
143;HSB;Spårväxel - EV-SJ50-11-1:9;e;;Nord;B3;Ja;105;50+ 508;50+ 526;2011-09-22
146;UÅ;Spårväxel - SPK-UIC60-1:4,44;;415-418;Nord;B3;Ja;400;887+ 925;887+ 925;
152;KAT;Spårväxel - EV-SJ50-5,9-1:9;e;2;Nord;B2;Ja;2;97+  89;97+ 101;2011-10-03
120;BDN;Spårväxel - EV-SJ50-5,9-1:9;;torp;Nord;B1;Ja;698;1146+ 416;1146+ 434;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;94;Nord;B1;Ja;512;1146+ 384;1146+ 396;
152;LY;Spårväxel - EV-SJ43-11-1:9;e;4;Nord;B2;Ja;1a;64+ 811;64+ 823;2011-10-03
120;BDN;Spårväxel - EV-SJ50-12-1:13;;100;Nord;B1;Ja;513;1145+ 895;1145+ 919;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;100;Nord;B1;Ja;521;1145+ 836;1145+ 847;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;100;Nord;B1;Ja;531;1145+ 795;1145+ 807;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;86;Nord;B1;Ja;523;1145+ 793;1145+ 805;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;100;Nord;B1;Ja;533;1145+ 754;1145+ 765;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;84;Nord;B1;Ja;527;1145+ 752;1145+ 764;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;86;Nord;B1;Ja;525;1145+ 752;1145+ 763;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;100;Nord;B1;Ja;537;1145+ 713;1145+ 725;
152;LY;Spårväxel - EV-SJ43-11-1:9;e;4;Nord;B2;Ja;5;64+ 688;64+ 699;2011-10-03
120;BDN;Spårväxel - EV-SJ50-11-1:9;;92;Nord;B1;Ja;538;1145+ 637;1145+ 649;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;92;Nord;B1;Ja;540;1145+ 603;1145+ 615;2003-06-18
152;LY;Spårväxel - EV-SJ43-11-1:9;e;4;Nord;B2;Ja;6;64+  76;64+  87;2011-10-03
120;BDN;Spårväxel - EV-SJ50-11-1:9;;92;Nord;B1;Ja;543;1145+ 583;1145+ 595;2003-06-18
152;LY;Spårväxel - EV-SJ50-11-1:9;e;4;Nord;B2;Ja;4a;64+  35;64+  47;2011-10-03
152;LY;Spårväxel - EV-SJ50-11-1:9;e;4;Nord;B2;Ja;2a;64+   6;64+  18;2011-10-03
152;LSP;Spårväxel - EV-SJ50-11-1:9;e;;Nord;B3;Ja;1a;62+ 201;62+ 218;2011-10-03
120;BDN;Spårväxel - EV-SJ50-11-1:9;;90;Nord;B1;Ja;547;1145+ 450;1145+ 462;2007-04-11
120;BDN;Spårväxel - EV-SJ50-11-1:9;;nträ;Nord;B1;Ja;666;1145+ 433;1145+ 444;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;90;Nord;B1;Ja;549;1145+ 387;1145+ 405;
120;BDN;Spårväxel - EV-SJ43-5,9-1:9;;lantmann;Nord;B1;Ja;652;1145+ 274;1145+ 285;
152;LYG;Spårväxel - EV-SJ43-11-1:9;e;;Nord;B3;Ja;2a;60+ 606;60+ 618;2011-10-03
120;BDN;Spårväxel - EV-SJ50-11-1:9;;90;Nord;B1;Ja;h10;1145+  98;1145+ 109;
152;LYT;Spårväxel - EV-SJ50-11-1:9;e;;Nord;B3;Ja;3a;59+ 194;59+ 206;2011-10-03
120;BDN;Spårväxel - EV-SJ43-11-1:9;;50;Nord;B1;Ja;n13;1145+  52;1145+  64;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;51;Nord;B1;Ja;556;1145+  35;1145+  46;2011-08-04
120;BDN;Spårväxel - EV-SJ50-11-1:9;;57;Nord;B1;Ja;h11;1145+  35;1145+  52;
120;BDN;Spårväxel - EV-SJ43-5,9-1:9;;81;Nord;B1;Ja;n10;1145+  32;1145+  44;
120;BDN;Spårväxel - EV-SJ43-5,9-1:9;;60;Nord;B1;Ja;h13;1145+  29;1145+  47;
120;BDN;Spårväxel - EV-SJ43-5,9-1:9;;84;Nord;B1;Ja;n11;1145+  22;1145+  34;
120;BDN;Spårväxel - EV-SJ43-5,9-1:9;;55;Nord;B1;Ja;h12;1145+  18;1145+  30;
120;BDN;Spårväxel - EV-SJ43-11-1:9;;62;Nord;B1;Ja;h14;1145+  18;1145+  29;
120;BDN;Spårväxel - EV-SJ43-5,9-1:9;;70;Nord;B1;Ja;n17;1145+  17;1145+  35;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;86;Nord;B1;Ja;n12;1144+1007;1144+1019;
120;BDN;Spårväxel - EV-SJ43-11-1:9;;88;Nord;B1;Ja;n14;1144+1003;1145+  10;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;86;Nord;B1;Ja;n15;1144+ 989;1145+   1;
120;BDN;Spårväxel - EV-SJ43-5,9-1:9;;70;Nord;B1;Ja;n18;1144+ 984;1144+ 996;
120;BDN;Spårväxel - EV-SJ43-11-1:9;;61;Nord;B1;Ja;h15;1144+ 971;1144+ 989;
120;BDN;Spårväxel - EV-SJ50-5,9-1:9;;87;Nord;B1;Ja;n16;1144+ 967;1144+ 979;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;87;Nord;B1;Ja;n23;1144+ 947;1144+ 964;
120;BDN;Spårväxel - 3V-SJ43-5,9-1:10/1:9-HH/VV;;70;Nord;B1;Ja;n20/n19;1144+ 944;1144+ 957;
120;BDN;Spårväxel - 3V-SJ43-5,9-1:9/1:9-HV/VH;;81;Nord;B1;Ja;n22/n21;1144+ 944;1144+ 956;
120;BDN;Spårväxel - 3V-SJ50-5,9-1:10/1:9-HH/VV;;87;Nord;B1;Ja;n25/n24;1144+ 911;1144+ 929;
120;BDN;Spårväxel - EV-SJ43-5,9-1:9;;b2;Nord;B1;Ja;015;1144+ 908;1144+ 920;
120;BDN;Spårväxel - EV-SJ43-11-1:9;;b7;Nord;B1;Ja;014;1144+ 905;1144+ 916;
120;BDN;Spårväxel - EV-SJ34-4,5-1:9;;7;Nord;B1;Ja;023;1144+ 892;1144+ 903;
120;BDN;Spårväxel - EV-SJ34-5,7-1:8;;b5;Nord;B1;Ja;019;1144+ 876;1144+ 887;
120;BDN;Spårväxel - EV-SJ34-5,7-1:8;;b2;Nord;B1;Ja;016;1144+ 864;1144+ 875;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;7;Nord;B1;Ja;024;1144+ 847;1144+ 859;
120;BDN;Spårväxel - EV-SJ43-5,9-1:9;;b4;Nord;B1;Ja;020;1144+ 847;1144+ 859;
120;BDN;Spårväxel - DKV-SJ50-7,641/9,375-1:9;;0;Nord;B1;Ja;580/581;1144+ 846;1144+ 864;
120;BDN;Spårväxel - 3V-SJ43-5,9-1:10/1:9-HH/VV;;b1;Nord;B1;Ja;018/017;1144+ 832;1144+ 845;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;e9;Nord;B1;Ja;e9;1144+ 830;1144+ 841;
120;BDN;Spårväxel - DKV-SJ50-7,641/9,375-1:9;;51;Nord;B2;Ja;582/583;1144+ 820;1144+ 838;2011-08-04
120;BDN;Spårväxel - EV-SJ50-11-1:9;;b2;Nord;B1;Ja;021;1144+ 818;1144+ 830;
152;AN;Spårväxel - EV-SJ50-11-1:9;e;;Nord;B3;Ja;2;46+ 383;46+ 395;2011-10-03
120;BDN;Spårväxel - EV-SJ50-11-1:9;;repspår;Nord;B1;Ja;022;1144+ 789;1144+ 801;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;572-571;Nord;B1;Ja;571;1144+ 785;1144+ 803;2006-05-10
152;ÅM;Spårväxel - EV-SJ50-11-1:9;e;3;Nord;B3;Ja;31a;27+ 943;27+ 955;2011-10-03
120;BDN;Spårväxel - EV-SJ50-11-1:9;;572-571;Nord;B1;Ja;572;1144+ 762;1144+ 780;
120;BDN;Spårväxel - EV-SJ43-5,9-1:9;;7;Nord;B1;Ja;e10;1144+ 749;1144+ 761;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;3;Nord;B1;Ja;586;1144+ 704;1144+ 716;2011-08-04
120;BDN;Spårväxel - EV-SJ50-11-1:9;;55;Nord;B1;Ja;h16;1144+ 700;1144+ 712;
120;BDN;Spårväxel - EV-SJ41-5,9-1:9;;repspår;Nord;B1;Ja;025;1144+ 693;1144+ 711;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;3;Nord;B1;Ja;587;1144+ 688;1144+ 700;2011-08-04
152;ÅM;Spårväxel - EV-SJ50-11-1:9;e;3;Nord;B3;Ja;32a;27+ 409;27+ 421;2011-10-03
120;BDN;Spårväxel - EV-SJ41-4,5-1:9;;b8;Nord;B1;Ja;026;1144+ 679;1144+ 696;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;4;Nord;B1;Ja;589;1144+ 637;1144+ 648;2011-08-04
120;BDN;Spårväxel - EV-SJ43-5,9-1:9;;e7;Nord;B1;Ja;e11;1144+ 632;1144+ 644;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;55;Nord;B1;Ja;574;1144+ 632;1144+ 644;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;7;Nord;B1;Ja;028;1144+ 620;1144+ 631;
120;BDN;Spårväxel - 3V-SJ43-5,9-1:10/1:9-HH/VV;;62;Nord;B1;Ja;h18/h17;1144+ 617;1144+ 632;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;54;Nord;B1;Ja;576;1144+ 593;1144+ 604;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;59;Nord;B1;Ja;h19;1144+ 586;1144+ 604;
120;BDN;Spårväxel - EV-SJ43-5,9-1:9;;7;Nord;B1;Ja;029;1144+ 567;1144+ 579;
120;BDN;Spårväxel - DKV-SJ50-7,641/9,375-1:9;;54;Nord;B1;Ja;590/591;1144+ 561;1144+ 579;2007-04-11
120;BDN;Spårväxel - EV-SJ43-5,9-1:9;;e7;Nord;B1;Ja;e12;1144+ 549;1144+ 560;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;58;Nord;B1;Ja;h20;1144+ 543;1144+ 555;
120;BDN;Spårväxel - DKV-SJ50-7,641/9,375-1:9;;6;Nord;B1;Ja;592/593;1144+ 497;1144+ 515;
120;BDN;Spårväxel - EV-SJ43-11-1:9;;7;Nord;B1;Ja;031;1144+ 491;1144+ 503;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;0;Nord;B2;Ja;598a;1144+ 475;1144+ 493;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;24;Nord;B1;Ja;e13;1144+ 473;1144+ 485;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;593b-592;Nord;B1;Ja;593b;1144+ 462;1144+ 480;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;7;Nord;B1;Ja;601;1144+ 437;1144+ 448;
120;BDN;Spårväxel - DKV-SJ50-7,641/9,375-1:9;;6;Nord;B1;Ja;602/603;1144+ 384;1144+ 401;
120;BDN;Spårväxel - EV-SJ43-5,9-1:9;;24;Nord;B1;Ja;e14;1144+ 370;1144+ 382;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;5;Nord;B1;Ja;604;1144+ 354;1144+ 366;
120;BDN;Spårväxel - EV-SJ43-5,9-1:9;;24;Nord;B1;Ja;e15;1144+ 352;1144+ 363;
120;BDN;Spårväxel - EV-SJ50-11-1:9;;4;Nord;B1;Ja;606;1144+ 323;1144+ 335;2011-08-04
120;BDN;Spårväxel - EV-SJ50-5,9-1:9;;24;Nord;B1;Ja;e16;1144+ 323;1144+ 334;
120;BDN;Spårväxel - EV-SJ43-5,9-1:9;;e3;Nord;B1;Ja;e17;1144+ 294;1144+ 311;
120;BDN;Spårväxel - 3V-SJ43-5,9-1:9/1:9-HV/VH;;e3;Nord;B1;Ja;e19/e20;1144+ 276;1144+ 287;
120;BDN;Spårväxel - EV-SJ50-5,9-1:9;;24;Nord;B1;Ja;e18;1144+ 262;1144+ 279;
120;BDN;Spårväxel - EV-SJ50-11-1:9 tkryss;;4;Nord;B1;Ja;611;1144+ 195;1144+ 206;2011-08-04
120;BDN;Spårväxel - EV-SJ50-11-1:9 tkryss;;614-613;Nord;B1;Ja;613;1144+ 175;1144+ 193;2011-08-04
120;BDN;Spårväxel - SPK-SJ50-1:4,44k;;612-611;Nord;B1;Ja;612-611;1144+ 174;1144+ 174;
120;BDN;Spårväxel - EV-SJ50-11-1:9 tkryss;;4;Nord;B1;Ja;614;1144+ 141;1144+ 153;2011-08-04
120;BDN;Spårväxel - EV-SJ50-11-1:9 tkryss;;3;Nord;B1;Ja;612;1144+ 141;1144+ 153;2011-08-04
120;BDN;Spårväxel - EV-BV50-225/190-1:9;;621-623;Nord;B2;Ja;623;1144+ 123;1144+ 140;2007-04-10
152;GUN;Spårväxel - EV-SJ50-11-1:9;e;2;Nord;B2;Ja;1;134+ 828;134+ 840;2011-10-03
120;BDN;Spårväxel - EV-SJ50-12-1:13;;22;Nord;B1;Ja;616;1144+  94;1144+ 116;2011-08-04
120;BDN;Spårväxel - EV-SJ50-11-1:9;;626-625;Nord;B2;Ja;625;1144+  86;1144+ 104;2007-04-10
152;GUN;Spårväxel - EV-SJ50-11-1:9;e;2;Nord;B2;Ja;2;134+ 348;134+ 366;2011-10-03
173;HUMN;Spårväxel - EV-UIC60-300-1:9;e1;2;Nord;B1;Ja;22a;2+ 940;2+ 956;
210;ÅG;Spårväxel - EV-BV50-225/190-1:9;e;1;Mitt;B3;Ja;409a;484+ 680;484+ 691;
120;BDS;Spårväxel - EV-SJ50-300-1:9;;3;Nord;B1;Ja;2a;1141+ 387;1141+ 404;2013-06-13
120;BDS;Spårväxel - EV-SJ50-11-1:9;;4;Nord;B1;Ja;2b;1141+ 335;1141+ 347;
212;ÅGY;Spårväxel - EV-UIC60-1200-1:18,5;e1;1n;Mitt;B4;Ja;21;486+ 909;486+ 941;2013-04-16
120;BDS;Spårväxel - EV-SJ50-11-1:9;;4;Nord;B1;Ja;7a;1140+ 961;1140+ 973;
120;BDS;Spårväxel - EV-SJ50-11-1:9;;1;Nord;B1;Ja;6b;1140+ 924;1140+ 935;
120;BDS;Spårväxel - EV-SJ50-11-1:9;;7b-7a;Nord;B1;Ja;7b;1140+ 916;1140+ 934;
120;BDS;Spårväxel - EV-SJ50-11-1:9;;6;Nord;B1;Ja;11;1140+ 856;1140+ 873;
120;BDS;Spårväxel - EV-SJ50-5,9-1:9;;6;Nord;B1;Ja;13;1140+ 833;1140+ 844;
120;BDS;Spårväxel - EV-SJ50-5,9-1:9;;7;Nord;B1;Ja;15;1140+ 774;1140+ 792;
120;BDS;Spårväxel - EV-SJ43-5,9-1:9;;8;Nord;B1;Ja;17;1140+ 751;1140+ 762;
120;BDS;Spårväxel - EV-SJ43-5,9-1:9;;10;Nord;B1;Ja;19;1140+ 694;1140+ 711;
120;BDS;Spårväxel - EV-SJ34-5,7-1:9;;10;Nord;B1;Ja;21;1140+ 670;1140+ 681;
120;BDS;Spårväxel - EV-SJ50-11-1:9;;4;Nord;B1;Ja;12a;1140+ 660;1140+ 672;
120;BDS;Spårväxel - EV-SJ50-300-1:9;;3;Nord;B1;Ja;12b;1140+ 602;1140+ 619;2013-06-13
212;ÅGY;Spårväxel - EV-UIC60-760-1:15;e;1;Mitt;B4;Ja;22;482+ 117;482+ 146;2013-04-16
122;LE;Spårväxel - EV-UIC60-300-1:9;;m21;Nord;B2;Ja;320b;1183+ 482;1183+ 499;2013-06-14
122;LE;Spårväxel - EV-UIC60-300-1:9;;m23;Nord;B2;Ja;320a;1183+ 395;1183+ 411;
122;LE;Spårväxel - EV-SJ50-11-1:9;;m23;Nord;B2;Ja;31b;1183+ 374;1183+ 385;
122;LE;Spårväxel - EV-UIC60-300-1:9;;31a-31b;Nord;B1;Ja;31a;1183+ 329;1183+ 346;
122;LE;Spårväxel - EV-SJ50-11-1:9;;m23;Nord;B2;Ja;29a;1183+ 308;1183+ 319;
122;LE;Spårväxel - EV-SJ50-11-1:9;;m23;Nord;B2;Ja;27b;1183+  33;1183+  44;
122;LE;Spårväxel - EV-SJ50-11-1:9;;m22;Nord;B2;Ja;27a;1182+ 843;1182+ 854;
122;LE;Spårväxel - EV-UIC60-300-1:9;;m22;Nord;B1;Ja;22;1182+ 634;1182+ 650;
122;LE;Spårväxel - EV-UIC60-300-1:9;;m8;Nord;B1;Ja;73;1182+ 611;1182+ 627;
122;LE;Spårväxel - EV-BV50-300-1:9;;m2;Nord;B1;Ja;21b;1182+ 588;1182+ 605;
122;LE;Spårväxel - EV-UIC60-300-1:9;;m10;Nord;B1;Ja;72;1182+ 571;1182+ 588;
122;LE;Spårväxel - EV-BV50-225/190-1:9;;m8;Nord;B1;Ja;70;1182+ 549;1182+ 561;
122;LE;Spårväxel - EV-BV50-225/190-1:9;;m7;Nord;B1;Ja;69;1182+ 523;1182+ 534;
122;LE;Spårväxel - EV-BV50-225/190-1:9;;m8;Nord;B1;Ja;71;1182+ 515;1182+ 527;
122;LE;Spårväxel - EV-BV50-225/190-1:9;;m2;Nord;B1;Ja;68;1182+ 501;1182+ 512;
122;LE;Spårväxel - EV-BV50-225/190-1:9;;m2;Nord;B1;Ja;67;1182+ 460;1182+ 472;
122;LE;Spårväxel - EV-BV50-225/190-1:9;;m10;Nord;B1;Ja;74;1182+ 459;1182+ 476;
122;LE;Spårväxel - EV-UIC60-760-1:14;;m1;Nord;B2;Ja;21a;1182+ 446;1182+ 473;2013-06-14
122;LE;Spårväxel - EV-BV50-300-1:9;;m2;Nord;B1;Ja;66;1182+ 416;1182+ 432;
122;LE;Spårväxel - EV-UIC60-300-1:9;;m12;Nord;B1;Ja;18b2;1182+ 294;1182+ 311;
122;LE;Spårväxel - EV-BV50-225/190-1:9;;m13;Nord;B2;Ja;19a;1182+ 288;1182+ 306;
122;LE;Spårväxel - EV-UIC60-300-1:9;;m13;Nord;B2;Ja;18a3;1182+ 237;1182+ 254;
122;LE;Spårväxel - EV-BV50-225/190-1:9;;m4;Nord;B1;Ja;9;1181+ 871;1181+ 882;
122;LE;Spårväxel - EV-BV50-225/190-1:9;;33;Nord;B1;Ja;8;1181+ 871;1181+ 882;
122;LE;Spårväxel - EV-BV50-225/190-1:9;;34;Nord;B1;Ja;14;1181+ 870;1181+ 882;
122;LE;Spårväxel - EV-SJ50-11-1:9;;34;Nord;B1;Ja;6;1181+ 783;1181+ 800;
122;LE;Spårväxel - EV-UIC60-300-1:9;;m13;Nord;B2;Ja;12;1181+ 783;1181+ 799;
122;LE;Spårväxel - EV-UIC60-300-1:9;;33;Nord;B1;Ja;7b;1181+ 766;1181+ 783;
122;LE;Spårväxel - EV-SJ50-300-1:9;;34;Nord;B1;Ja;7a;1181+ 725;1181+ 742;
122;LE;Spårväxel - EV-UIC60-300-1:9;;m13;Nord;B2;Ja;17;1181+ 617;1181+ 634;
122;LE;Spårväxel - EV-UIC60-300-1:9;;m9;Nord;B2;Ja;16;1181+ 578;1181+ 595;
122;LE;Spårväxel - EV-UIC60-300-1:9;;m1;Nord;B2;Ja;1b;1181+ 563;1181+ 580;2013-06-14
122;LE;Spårväxel - EV-UIC60-300-1:9;;34;Nord;B2;Ja;15;1181+ 505;1181+ 521;
122;LE;Spårväxel - EV-SJ50-5,9-1:9;;repspår;Nord;B1;Ja;1a;1181+ 475;1181+ 487;
122;LE;Spårväxel - EV-SJ50-5,9-1:9;;38;Nord;B1;Ja;54;1181+ 452;1181+ 464;
122;LE;Spårväxel - EV-SJ50-5,9-1:9;;38;Nord;B1;Ja;8a;1181+ 416;1181+ 428;
122;LE;Spårväxel - EV-SJ50-5,9-1:9;;39;Nord;B1;Ja;8b;1181+ 360;1181+ 371;
122;LE;Spårväxel - EV-UIC60-300-1:9;;34;Nord;B2;Ja;3b;1181+ 301;1181+ 318;
122;LE;Spårväxel - EV-UIC60-300-1:9;;33;Nord;B2;Ja;3a;1181+ 260;1181+ 277;
122;LE;Spårväxel - EV-UIC60-300-1:9;;33;Nord;B2;Ja;2b2;1181+ 215;1181+ 232;
122;LE;Spårväxel - EV-UIC60-300-1:9;e;m31;Nord;B2;Ja;2a2;1181+ 158;1181+ 175;2013-06-14
122;LE;Spårväxel - EV-SJ50-5,9-1:9;;36;Nord;B1;Ja;53;1181+  69;1181+  80;
122;LE;Spårväxel - EV-SJ50-5,9-1:9;;36;Nord;B1;Ja;51;1181+  51;1181+  69;
122;LE;Spårväxel - EV-SJ50-5,9-1:9;;v3;Nord;B1;Ja;109;1180+ 948;1180+ 959;
122;LE;Spårväxel - EV-SJ43-5,9-1:9;;v1;Nord;B1;Ja;0107;1180+ 901;1180+ 912;
122;LE;Spårväxel - EV-SJ43-4,5-1:9;;stallsp;Nord;B1;Ja;0105;1180+ 872;1180+ 883;
122;LE;Spårväxel - 3V-SJ41-5,9-1:9/1:9-HV/VH;;stallsp;Nord;B1;Ja;101/103;1180+ 843;1180+ 861;
122;LE;Spårväxel - EV-SJ43-11-1:9;;htank;Nord;B1;Ja;212;1180+ 780;1180+ 798;
122;LE;Spårväxel - EV-SJ50-5,9-1:9;;m32;Nord;B1;Ja;10a;1180+ 776;1180+ 794;
122;LE;Spårväxel - EV-SJ50-8,4-1:7,5;;stallsp;Nord;B1;Ja;2a;1180+ 771;1180+ 784;
